resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,race_name,race_date,round,circuitId,team_name,driverRef,dob,nationality,status,beat_teammate,age_at_race,is_race_win,is_finished,driver_exp,driver_cumwins,driver_win_rate,driver_cumfinishes,driver_finish_rate,quali_position,best_quali_time,num_pit_stops,total_pit_sec,sprint_position,sprint_points,champ_position,champ_points,champ_wins,team_position,team_points,wins,grid_advantage,age_advantage,quali_advantage,quali_time_advantage,quali_gap_pct,champ_pts_advantage,champ_pos_advantage,wins_advantage,pit_stop_advantage,pit_time_advantage,sprint_advantage,exp_advantage,win_rate_advantage,finish_rate_advantage,teammate_id,h2h_wins,h2h_races,h2h_win_rate,h2h_reliable,h2h_advantage,season_form,season_form_advantage,recent_form_5,circuit_form,recent_form_advantage,circuit_form_advantage
22131,900,825,1,20,4.0,2,2,2,18.0,57,+26.777,5605487,49,6,1:33.066,205.131,1,2014,Australian Grand Prix,2014-03-16,1,1,McLaren,kevin_magnussen,1992-10-05,Danish,Finished,1,21.44284736481862,0,1,0,0.0,0.0,0.0,1.0,4.0,90.949,2.0,45.423,,,2.0,18.0,0,1.0,33.0,0,6.0,12.711841204654348,7.0,0.44700000000000273,0.4914842384193369,-3.0,1.0,0,0.0,-0.6129999999999995,,0,0.0,0.0,18,0.0,0.0,0.5,0,0.0,,,,,,
22132,900,18,1,22,10.0,3,3,3,15.0,57,+30.027,5608737,39,5,1:32.917,205.46,1,2014,Australian Grand Prix,2014-03-16,1,1,McLaren,button,1980-01-19,British,Finished,0,34.15468856947297,0,1,0,0.0,0.0,1.0,1.0,11.0,91.396,2.0,44.81,,,3.0,15.0,0,1.0,33.0,0,-6.0,-12.711841204654348,-7.0,-0.44700000000000273,-0.4890804849227567,3.0,-1.0,0,0.0,0.6129999999999995,,0,0.0,0.0,825,0.0,0.0,0.5,0,0.0,,,,,,
22130,900,3,131,6,3.0,1,1,1,25.0,57,1:32:58.710,5578710,19,1,1:32.478,206.436,1,2014,Australian Grand Prix,2014-03-16,1,1,Mercedes,rosberg,1985-06-27,German,Finished,1,28.71731690622861,1,1,0,0.0,0.0,0.0,1.0,3.0,92.564,2.0,48.004,,,1.0,25.0,1,2.0,25.0,1,-2.0,0.46817248459958805,-2.0,-0.8649999999999949,-0.9344885700704323,-25.0,18.0,-1,,,,0,0.0,0.0,1,0.0,0.0,0.5,0,0.0,,,,,,
22148,900,1,131,44,1.0,,R,19,0.0,2,,,2,20,1:49.947,173.636,5,2014,Australian Grand Prix,2014-03-16,1,1,Mercedes,hamilton,1985-01-07,British,Engine,0,29.1854893908282,0,0,0,0.0,0.0,0.0,1.0,1.0,91.699,,,,,19.0,0.0,0,2.0,25.0,1,2.0,-0.46817248459958805,2.0,0.8649999999999949,0.9433036347179303,25.0,-18.0,1,,,,0,0.0,0.0,3,0.0,0.0,0.5,0,0.0,,,,,,
22147,900,20,9,1,12.0,,R,18,0.0,3,,,26,17,1:37.064,196.682,5,2014,Australian Grand Prix,2014-03-16,1,1,Red Bull,vettel,1987-07-03,German,Engine,1,26.702258726899384,0,0,0,0.0,0.0,0.0,1.0,13.0,91.931,,,,,18.0,0.0,0,11.0,0.0,0,-10.0,-1.9958932238193015,-11.0,-1.1559999999999917,-1.2574648377587447,0.0,4.0,0,,,,0,0.0,0.0,817,0.0,0.0,0.5,0,0.0,,,,,,
22151,900,817,9,3,2.0,,D,22,0.0,57,+24.525,5603235,,0,,,2,2014,Australian Grand Prix,2014-03-16,1,1,Red Bull,ricciardo,1989-07-01,Australian,Disqualified,0,24.706365503080082,0,0,0,0.0,0.0,1.0,1.0,2.0,90.775,2.0,45.421,,,22.0,0.0,0,11.0,0.0,0,10.0,1.9958932238193015,11.0,1.1559999999999917,1.2734783806113925,0.0,-4.0,0,,,,0,0.0,0.0,20,0.0,0.0,0.5,0,0.0,,,,,,
22140,900,16,15,99,13.0,11,11,11,0.0,56,,,34,9,1:33.366,204.472,11,2014,Australian Grand Prix,2014-03-16,1,1,Sauber,sutil,1983-01-11,German,+1 Lap,1,31.175906913073238,0,0,0,0.0,0.0,0.0,1.0,14.0,93.673,1.0,24.305,,,11.0,0.0,0,7.0,0.0,0,7.0,-8.563997262149215,5.0,1.4439999999999884,1.5415327789224091,0.0,1.0,0,1.0,32.149,,0,0.0,0.0,821,0.0,0.0,0.5,0,0.0,,,,,,
22141,900,821,15,21,20.0,12,12,12,0.0,56,,,41,13,1:34.564,201.882,11,2014,Australian Grand Prix,2014-03-16,1,1,Sauber,gutierrez,1991-08-05,Mexican,+1 Lap,0,22.611909650924023,0,0,0,0.0,0.0,1.0,1.0,19.0,95.11699999999999,2.0,56.454,,,12.0,0.0,0,7.0,0.0,0,-7.0,8.563997262149215,-5.0,-1.4439999999999884,-1.5181303026798454,0.0,-1.0,0,-1.0,-32.149,,0,0.0,0.0,16,0.0,0.0,0.5,0,0.0,,,,,,
22137,900,818,5,25,6.0,8,8,8,4.0,57,+60.441,5639151,56,10,1:33.691,203.763,1,2014,Australian Grand Prix,2014-03-16,1,1,Toro Rosso,vergne,1990-04-25,French,Finished,1,23.890485968514717,0,1,0,0.0,0.0,1.0,1.0,6.0,93.488,2.0,46.102,,,8.0,4.0,0,6.0,6.0,0,2.0,-4.002737850787135,2.0,0.2890000000000015,0.30913058360431445,-2.0,1.0,0,0.0,8.332,,0,0.0,0.0,826,0.0,0.0,0.5,0,0.0,,,,,,
22138,900,826,5,26,8.0,9,9,9,2.0,57,+63.585,5642295,35,11,1:33.864,203.387,1,2014,Australian Grand Prix,2014-03-16,1,1,Toro Rosso,kvyat,1994-04-26,Russian,Finished,0,19.887748117727583,0,1,0,0.0,0.0,1.0,1.0,8.0,93.777,2.0,54.434,,,9.0,2.0,0,6.0,6.0,0,-2.0,4.002737850787135,-2.0,-0.2890000000000015,-0.3081779114281769,2.0,-1.0,0,0.0,-8.332,,0,0.0,0.0,818,0.0,0.0,0.5,0,0.0,,,,,,
22134,900,822,3,77,15.0,5,5,5,10.0,57,+47.639,5626349,56,3,1:32.616,206.128,1,2014,Australian Grand Prix,2014-03-16,1,1,Williams,bottas,1989-08-28,Finnish,Finished,1,24.54757015742642,0,1,0,0.0,0.0,0.0,1.0,10.0,91.601,2.0,58.038,,,5.0,10.0,0,4.0,10.0,0,-6.0,8.342231348391515,-1.0,-0.37299999999999045,-0.40720079475113863,-10.0,15.0,0,,,,0,0.0,0.0,13,0.0,0.0,0.5,0,0.0,,,,,,
22149,900,13,3,19,9.0,,R,20,0.0,0,,,2,19,1:40.287,190.361,4,2014,Australian Grand Prix,2014-03-16,1,1,Williams,massa,1981-04-25,Brazilian,Collision,0,32.889801505817935,0,0,0,0.0,0.0,0.0,1.0,9.0,91.22800000000001,,,,,20.0,0.0,0,4.0,10.0,0,6.0,-8.342231348391515,1.0,0.37299999999999045,0.4088656991274504,10.0,-15.0,0,,,,0,0.0,0.0,822,0.0,0.0,0.5,0,0.0,,,,,,
22164,901,155,207,10,20.0,13,13,13,0.0,55,,,53,15,1:47.753,185.19,11,2014,Malaysian Grand Prix,2014-03-30,2,2,Caterham,kobayashi,1986-09-13,Japanese,+1 Lap,1,27.54277891854894,0,0,1,0.0,0.0,2.0,2.0,20.0,123.595,2.0,53.629,,,18.0,0.0,0,10.0,0.0,0,2.0,-3.9698836413415464,2.0,0.8119999999999976,0.6569845058457038,0.0,1.0,0,1.0,28.955999999999996,,0,0.0,-2.0,828,0.0,1.0,0.0,0,1.0,21.0,-4.0,21.0,,-4.0,
22165,901,828,207,9,22.0,14,14,14,0.0,54,,,40,14,1:47.500,185.626,12,2014,Malaysian Grand Prix,2014-03-30,2,2,Caterham,ericsson,1990-09-02,Swedish,+2 Laps,0,23.572895277207394,0,0,1,0.0,0.0,0.0,0.0,22.0,124.407,3.0,82.585,,,19.0,0.0,0,10.0,0.0,0,-2.0,3.9698836413415464,-2.0,-0.8119999999999976,-0.6526963916821382,0.0,-1.0,0,-1.0,-28.955999999999996,,0,0.0,2.0,155,1.0,1.0,1.0,0,-1.0,17.0,4.0,17.0,,4.0,
22155,901,4,6,14,4.0,4,4,4,12.0,56,+35.992,6061966,47,3,1:44.165,191.569,1,2014,Malaysian Grand Prix,2014-03-30,2,2,Ferrari,alonso,1981-07-29,Spanish,Finished,1,32.668035592060235,0,1,1,0.0,0.0,0.0,0.0,4.0,118.88900000000001,3.0,73.329,,,3.0,24.0,0,3.0,30.0,0,2.0,1.7823408624229984,2.0,0.367999999999995,0.30953242099773315,-18.0,6.0,0,0.0,1.733000000000004,,0,0.0,2.0,8,1.0,1.0,1.0,0,-1.0,4.0,3.0,4.0,,3.0,
22163,901,8,6,7,6.0,12,12,12,0.0,55,,,36,7,1:45.129,189.812,11,2014,Malaysian Grand Prix,2014-03-30,2,2,Ferrari,raikkonen,1979-10-17,Finnish,+1 Lap,0,34.450376454483234,0,0,1,0.0,0.0,2.0,2.0,6.0,119.257,3.0,75.062,,,9.0,6.0,0,3.0,30.0,0,-2.0,-1.7823408624229984,-2.0,-0.367999999999995,-0.30857727428997456,18.0,-6.0,0,0.0,-1.733000000000004,,0,0.0,-2.0,4,0.0,1.0,0.0,0,1.0,7.0,-3.0,7.0,,-3.0,
22156,901,807,10,27,7.0,5,5,5,10.0,56,+47.199,6073173,38,10,1:45.982,188.284,1,2014,Malaysian Grand Prix,2014-03-30,2,2,Force India,hulkenberg,1987-08-19,German,Finished,1,26.611909650924023,0,1,1,0.0,0.0,1.0,1.0,7.0,118.88300000000001,2.0,50.223,,,6.0,18.0,0,5.0,19.0,0,7.0,-2.4394250513347018,7.0,1.1929999999999836,1.0035076503789302,-17.0,7.0,0,,,,0,0.0,-1.0,815,1.0,1.0,1.0,0,-1.0,6.0,4.0,6.0,,4.0,
22173,901,815,10,11,14.0,,W,22,0.0,0,,,,0,,,54,2014,Malaysian Grand Prix,2014-03-30,2,2,Force India,perez,1990-01-26,Mexican,Withdrew,0,24.17248459958932,0,0,1,0.0,0.0,0.0,0.0,14.0,120.076,,,,,13.0,1.0,0,5.0,19.0,0,-7.0,2.4394250513347018,-7.0,-1.1929999999999836,-0.9935374262966652,17.0,-7.0,0,,,,0,0.0,1.0,807,0.0,1.0,0.0,0,1.0,10.0,-4.0,10.0,,-4.0,
22162,901,154,208,8,15.0,11,11,11,0.0,55,,,42,12,1:46.224,187.855,11,2014,Malaysian Grand Prix,2014-03-30,2,2,Lotus F1,grosjean,1986-04-17,French,+1 Lap,1,27.95071868583162,0,0,1,0.0,0.0,0.0,0.0,16.0,120.202,3.0,76.377,,,14.0,0.0,0,9.0,0.0,0,1.0,1.1060917180013696,1.0,1.8719999999999999,1.5573784130047752,0.0,7.0,0,,,,0,0.0,0.0,813,1.0,1.0,1.0,0,-1.0,15.0,1.0,15.0,,1.0,
22172,901,813,208,13,16.0,,R,21,0.0,7,,,6,20,1:50.929,179.888,5,2014,Malaysian Grand Prix,2014-03-30,2,2,Lotus F1,maldonado,1985-03-09,Venezuelan,Engine,0,29.05681040383299,0,0,1,0.0,0.0,0.0,0.0,17.0,122.074,,,,,21.0,0.0,0,9.0,0.0,0,-1.0,-1.1060917180013696,-1.0,-1.8719999999999999,-1.5334960761505316,0.0,-7.0,0,,,,0,0.0,0.0,154,0.0,1.0,0.0,0,1.0,16.0,-1.0,16.0,,-1.0,
22166,901,820,206,4,21.0,15,15,15,0.0,54,,,49,18,1:48.249,184.341,12,2014,Malaysian Grand Prix,2014-03-30,2,2,Marussia,chilton,1991-04-21,British,+2 Laps,1,22.940451745379878,0,0,1,0.0,0.0,0.0,0.0,21.0,124.388,3.0,82.677,,,17.0,0.0,0,11.0,0.0,0,-2.0,1.713894592744694,-2.0,-1.686000000000007,-1.3554362157121322,0.0,3.0,0,-2.0,-29.841000000000008,,0,0.0,0.0,824,1.0,1.0,1.0,0,-1.0,13.0,1.0,13.0,,1.0,
22171,901,824,206,17,19.0,,R,20,0.0,8,,,4,21,1:51.473,179.01,23,2014,Malaysian Grand Prix,2014-03-30,2,2,Marussia,jules_bianchi,1989-08-03,French,Brakes,0,24.654346338124572,0,0,1,0.0,0.0,0.0,0.0,19.0,122.702,1.0,52.836,,,20.0,0.0,0,11.0,0.0,0,2.0,-1.713894592744694,2.0,1.686000000000007,1.3740607325064034,0.0,-3.0,0,2.0,29.841000000000008,,0,0.0,0.0,820,0.0,1.0,0.0,0,1.0,14.0,-1.0,14.0,,-1.0,
22157,901,18,1,22,10.0,6,6,6,8.0,56,+83.691,6109665,47,11,1:46.039,188.183,1,2014,Malaysian Grand Prix,2014-03-30,2,2,McLaren,button,1980-01-19,British,Finished,1,34.19301848049281,0,1,1,0.0,0.0,1.0,1.0,10.0,120.889,3.0,74.393,,,4.0,23.0,0,2.0,43.0,0,-2.0,-12.711841204654345,-2.0,-0.5330000000000013,-0.4409003300548447,-3.0,1.0,0,0.0,17.798999999999992,,0,0.0,1.0,825,0.0,1.0,0.0,0,1.0,3.0,-1.0,3.0,,-1.0,
22160,901,825,1,20,8.0,9,9,9,2.0,55,,,44,8,1:45.373,189.372,11,2014,Malaysian Grand Prix,2014-03-30,2,2,McLaren,kevin_magnussen,1992-10-05,Danish,+1 Lap,0,21.481177275838466,0,0,1,0.0,0.0,2.0,2.0,8.0,120.356,3.0,92.192,,,5.0,20.0,0,2.0,43.0,0,2.0,12.711841204654345,2.0,0.5330000000000013,0.4428528698195365,3.0,-1.0,0,0.0,-17.798999999999992,,0,0.0,-1.0,18,1.0,1.0,1.0,0,-1.0,2.0,1.0,2.0,,1.0,
22152,901,1,131,44,1.0,1,1,1,25.0,56,1:40:25.974,6025974,53,1,1:43.066,193.611,1,2014,Malaysian Grand Prix,2014-03-30,2,2,Mercedes,hamilton,1985-01-07,British,Finished,1,29.22381930184805,1,1,1,0.0,0.0,1.0,1.0,1.0,117.202,3.0,74.384,,,2.0,25.0,1,1.0,68.0,2,2.0,-0.46817248459958805,2.0,-0.019000000000005457,-0.016211327451754624,18.0,-1.0,0,0.0,0.28000000000000114,,0,1.0,0.0,3,0.0,1.0,0.0,0,1.0,19.0,-18.0,19.0,,-18.0,
22153,901,3,131,6,3.0,2,2,2,18.0,56,+17.313,6043287,55,2,1:43.960,191.946,1,2014,Malaysian Grand Prix,2014-03-30,2,2,Mercedes,rosberg,1985-06-27,German,Finished,0,28.75564681724846,0,1,1,1.0,1.0,1.0,1.0,3.0,117.18299999999999,3.0,74.664,,,1.0,43.0,1,1.0,68.0,2,-2.0,0.46817248459958805,-2.0,0.019000000000005457,0.016213955949246444,-18.0,1.0,0,0.0,-0.28000000000000114,,0,-1.0,0.0,1,1.0,1.0,1.0,0,-1.0,1.0,18.0,1.0,,18.0,
22154,901,20,9,1,2.0,3,3,3,15.0,56,+24.534,6050508,51,4,1:44.289,191.341,1,2014,Malaysian Grand Prix,2014-03-30,2,2,Red Bull,vettel,1987-07-03,German,Finished,1,26.740588637919235,0,1,1,0.0,0.0,0.0,0.0,2.0,117.654,3.0,74.346,,,7.0,15.0,0,6.0,15.0,0,3.0,-1.9958932238193015,3.0,1.2590000000000003,1.0700868648749726,-15.0,15.0,0,2.0,153.644,,0,0.0,1.0,817,1.0,1.0,1.0,0,-1.0,18.0,4.0,18.0,,4.0,
22167,901,817,9,3,5.0,,R,16,0.0,49,,,48,5,1:44.675,190.635,39,2014,Malaysian Grand Prix,2014-03-30,2,2,Red Bull,ricciardo,1989-07-01,Australian,Technical,0,24.744695414099933,0,0,1,0.0,0.0,1.0,1.0,5.0,118.913,5.0,227.99,,,22.0,0.0,0,6.0,15.0,0,-3.0,1.9958932238193015,-3.0,-1.2590000000000003,-1.0587572426900342,15.0,-15.0,0,-2.0,-153.644,,0,0.0,-1.0,20,0.0,1.0,0.0,0,1.0,22.0,-4.0,22.0,,-4.0,
22168,901,821,15,21,12.0,,R,17,0.0,35,,,27,16,1:47.782,185.14,6,2014,Malaysian Grand Prix,2014-03-30,2,2,Sauber,gutierrez,1991-08-05,Mexican,Gearbox,1,22.650239561943874,0,0,1,0.0,0.0,0.0,0.0,12.0,121.134,2.0,55.745,,,16.0,0.0,0,8.0,0.0,0,5.0,8.563997262149215,6.0,0.9969999999999999,0.8230554592434822,0.0,-1.0,0,0.0,-4.253999999999998,,0,0.0,1.0,16,0.0,1.0,0.0,0,1.0,12.0,-1.0,12.0,,-1.0,
22169,901,16,15,99,17.0,,R,18,0.0,32,,,27,17,1:48.040,184.698,10,2014,Malaysian Grand Prix,2014-03-30,2,2,Sauber,sutil,1983-01-11,German,Electrical,0,31.21423682409309,0,0,1,0.0,0.0,1.0,1.0,18.0,122.131,2.0,51.491,,,15.0,0.0,0,8.0,0.0,0,-5.0,-8.563997262149215,-6.0,-0.9969999999999999,-0.8163365566481892,0.0,1.0,0,0.0,4.253999999999998,,0,0.0,-1.0,821,1.0,1.0,1.0,0,-1.0,11.0,1.0,11.0,,1.0,
22161,901,826,5,26,11.0,10,10,10,1.0,55,,,36,13,1:46.695,187.026,11,2014,Malaysian Grand Prix,2014-03-30,2,2,Toro Rosso,kvyat,1994-04-26,Russian,+1 Lap,1,19.926078028747433,0,0,1,0.0,0.0,1.0,1.0,11.0,121.175,3.0,77.871,,,12.0,3.0,0,7.0,7.0,0,-2.0,4.002737850787131,-2.0,0.5139999999999958,0.4241799050959322,1.0,-1.0,0,-1.0,-5.643999999999991,,0,0.0,0.0,818,0.0,1.0,0.0,0,1.0,9.0,-1.0,9.0,,-1.0,
22170,901,818,5,25,9.0,,R,19,0.0,18,,,4,19,1:48.527,183.869,131,2014,Malaysian Grand Prix,2014-03-30,2,2,Toro Rosso,vergne,1990-04-25,French,Power Unit,0,23.928815879534564,0,0,1,0.0,0.0,1.0,1.0,9.0,121.689,2.0,72.227,,,11.0,4.0,0,7.0,7.0,0,2.0,-4.002737850787131,2.0,-0.5139999999999958,-0.4223882191488103,-1.0,1.0,0,1.0,5.643999999999991,,0,0.0,0.0,826,1.0,1.0,1.0,0,-1.0,8.0,1.0,8.0,,1.0,
22158,901,13,3,19,13.0,7,7,7,6.0,56,+85.076,6111050,44,6,1:44.897,190.232,1,2014,Malaysian Grand Prix,2014-03-30,2,2,Williams,massa,1981-04-25,Brazilian,Finished,1,32.92813141683778,0,1,1,0.0,0.0,2.0,2.0,13.0,120.047,3.0,73.74,,,10.0,6.0,0,4.0,20.0,0,5.0,-8.342231348391508,2.0,-0.33799999999999386,-0.2815563904137495,8.0,-2.0,0,0.0,0.7420000000000044,,0,0.0,-1.0,822,0.0,1.0,0.0,0,1.0,20.0,-15.0,20.0,,-15.0,
22159,901,822,3,77,18.0,8,8,8,4.0,56,+85.537,6111511,31,9,1:45.475,189.189,1,2014,Malaysian Grand Prix,2014-03-30,2,2,Williams,bottas,1989-08-28,Finnish,Finished,0,24.58590006844627,0,1,1,0.0,0.0,1.0,1.0,15.0,119.709,3.0,74.482,,,8.0,14.0,0,4.0,20.0,0,-5.0,8.342231348391508,-2.0,0.33799999999999386,0.282351368735846,-8.0,2.0,0,0.0,-0.7420000000000044,,0,0.0,1.0,13,1.0,1.0,1.0,0,-1.0,5.0,15.0,5.0,,15.0,
22188,902,155,207,10,18.0,15,15,15,0.0,57,+87.900,6070643,17,18,1:41.246,192.434,1,2014,Bahrain Grand Prix,2014-04-06,3,3,Caterham,kobayashi,1986-09-13,Japanese,Finished,1,27.561943874058862,0,1,2,0.0,0.0,0.0,0.0,19.0,97.08500000000001,2.0,53.752,,,19.0,0.0,0,11.0,0.0,0,2.0,-3.9698836413415464,2.0,0.789999999999992,0.8137199361384271,0.0,2.0,0,0.0,-2.5660000000000025,,0,0.0,1.5,828,1.0,2.0,0.5,0,0.0,17.0,-1.5,17.0,,-1.5,
22193,902,828,207,9,20.0,,R,20,0.0,33,,,28,17,1:41.134,192.647,31,2014,Bahrain Grand Prix,2014-04-06,3,3,Caterham,ericsson,1990-09-02,Swedish,Retired,0,23.592060232717316,0,0,2,0.0,0.0,3.0,1.5,21.0,97.875,2.0,51.186,,,21.0,0.0,0,11.0,0.0,0,-2.0,3.9698836413415464,-2.0,-0.789999999999992,-0.8071519795657645,0.0,-2.0,0,0.0,2.5660000000000025,,0,0.0,-1.5,155,1.0,2.0,0.5,0,0.0,15.5,1.5,15.5,,1.5,
22182,902,4,6,14,9.0,9,9,9,2.0,57,+32.595,6015338,53,12,1:39.732,195.355,1,2014,Bahrain Grand Prix,2014-04-06,3,3,Ferrari,alonso,1981-07-29,Spanish,Finished,1,32.68720054757016,0,1,2,0.0,0.0,2.0,1.0,10.0,94.723,3.0,74.839,,,4.0,26.0,0,5.0,33.0,0,-4.0,1.7823408624229984,-4.0,-0.355000000000004,-0.37477698130338355,-19.0,8.0,0,0.0,0.0379999999999967,,0,0.0,0.0,8,2.0,2.0,1.0,0,-1.0,4.0,5.5,4.0,,5.5,
22183,902,8,6,7,5.0,10,10,10,1.0,57,+33.462,6016205,35,8,1:39.438,195.933,1,2014,Bahrain Grand Prix,2014-04-06,3,3,Ferrari,raikkonen,1979-10-17,Finnish,Finished,0,34.469541409993155,0,1,2,0.0,0.0,2.0,1.0,6.0,94.368,3.0,74.877,,,12.0,7.0,0,5.0,33.0,0,4.0,-1.7823408624229984,4.0,0.355000000000004,0.37618684299763056,19.0,-8.0,0,0.0,-0.0379999999999967,,0,0.0,0.0,4,0.0,2.0,0.0,0,1.0,9.5,-5.5,9.5,,-5.5,
